Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Post Body,Post Summary,Main Image,Thumbnail image,Featured?,Color,Pubdate,Creator/  text,Guid/  text,Post date/  text,Post type/  text,Images
Meet Ministry Leader Heba Khoury,http-cvresurrection-org-2022-03-25-meet-ministry-leader-heba-khoury,632ff0c7692e3128504d4e21,632ff0c7692e3124a94d4e54,Fri Jun 24 2022 23:58:53 GMT+0000 (Coordinated Universal Time),Tue Jul 12 2022 17:42:44 GMT+0000 (Coordinated Universal Time),Tue Sep 27 2022 23:18:31 GMT+0000 (Coordinated Universal Time),"<figure id="""" class=""w-richtext-figure-type- w-richtext-align-center"" data-rt-type="""" data-rt-align=""center""><div id=""""><img src=""https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/62779d05db28b93c85569acc_heba.jpeg"" alt="""" width=""auto"" height=""auto"" loading=""auto"" id=""""></div><figcaption id=""""><strong id="""">JOY Advisor Heba Khoury</strong></figcaption></figure><p id="""">‍</p><p id="""">Born overseas in the country of Kuwait and raised in Southern California from the age of three or four, JOY (Junior Orthodox Youth) Ministry Leader and only child, Heba Khoury loves being around kids – “It’s a calling!” she says.<br><br>Heba has three children of her own with husband, Samer – Sophia, Antonio, and Joelle. &nbsp;They’ve been married for 16 years, thanks to her mother-in-law. “I met my husband at a cousin’s engagement party. &nbsp;My future mother-in-law was also there, and she was looking to find a wife for her son . . . and the rest is history.”<br><br>Although Southern California is where Heba calls home, she and her family moved to Castro Valley and began searching for an Orthodox church to attend. She first visited St. James Orthodox Church in Milpitas and got involved with Sunday School and their teen youth group. “I was raised in the Orthodox Church, and I was heavily involved in everything all of my life. I MUST be involved.” While at St. James, friends told her about the Resurrection parish – great sense of community, good for kids, and conveniently close to home, so she decided to “pop in” and check us out.<br><br>Now, Heba loves seeing the JOY children at Resurrection learn about the Faith and come back a week later still referencing the past lesson. Heba credits “the teacher in me . . . with the need to instill the Faith in our kids – everything about the Saints, Liturgy, etc.” (Heba holds a master’s degree in Special Education) And, since she likes to crochet and make arts and crafts in her spare time, our kids benefit from fun lessons and art projects while in her care! You may also find this self-professed Neat Freak hanging out over lunch with friends, “I don’t play any instruments, but I love to organize a closet – that’s my hidden talent!”</p><figure id="""" class=""w-richtext-figure-type- w-richtext-align-fullwidth"" style=""max-width:1024px"" data-rt-type="""" data-rt-align=""fullwidth"" data-rt-max-width=""1024px""><div id=""""><img src=""https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/62779d066e0ea6de852fb614_meet-the-ministry-lead-apr-2022-khoury.png"" alt="""" width=""auto"" height=""auto"" loading=""auto"" id=""""></div></figure><p id="""">Heba clearly lives out her mantra, which comes from the book of Matthew, “Assuredly, I say to you, inasmuch as you did it to one of the least of these My brethren, you did it to Me.” (Chapter 25:40) We are blessed to have her and her family as members of our parish.</p><p id=""""><em id="""">JOY meets twice a month typically on Tuesday evenings at 6:45 p.m. This year, you’ll find Heba teaching 3<sup id="""">rd</sup>-5<sup id="""">th</sup> grade children about the Saints and baking a special treat that connects to the lesson.</em></p>",Monthly Interview: Meet the Ministry Leader – introducing parishioners to the people behind the ministries.,,,false,,Fri Mar 25 2022 00:00:00 GMT+0000 (Coordinated Universal Time),Renee Taylor,<p>https://cvresurrection.org/?p=7584</p>,Fri Mar 25 2022 00:00:00 GMT+0000 (Coordinated Universal Time),post,
Get Excited People! It's Time For Our Annual Greek Festival - Volunteers Needed,http-cvresurrection-org-2022-05-03-get-excited-people-its-time-for-our-annual-greek-festival-volunteers-needed,632ff0c7692e3128504d4e21,632ff0c7692e3117e54d4e8d,Fri Jun 24 2022 23:59:04 GMT+0000 (Coordinated Universal Time),Mon Jul 11 2022 20:13:23 GMT+0000 (Coordinated Universal Time),Tue Sep 27 2022 23:18:31 GMT+0000 (Coordinated Universal Time),"<figure id="""" class=""w-richtext-figure-type- w-richtext-align-fullwidth"" style=""max-width:696px"" data-rt-type="""" data-rt-align=""fullwidth"" data-rt-max-width=""696px""><div id=""""><img src=""https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/62779ce47fbb7d7cb103f7a3_festival-banner.png"" alt="""" width=""auto"" height=""auto"" loading=""auto"" id=""""></div></figure><p id="""">Wanna help your church and have a lot of fun while doing it? <strong id="""">We want YOU!</strong> Our annual Greek Festival happens each year because of amazing people like you giving of their time and talents. <strong id="""">Join our Parea (community) and watch the Kefi (spirit) flow! </strong>We’ll give you training, glowing recommendations for references, and best of all, an amazing festival weekend.<br>‍</p><p id="""">Your talents are needed before the festival, too. Below are a few of the areas we need help with,<br>but we can also personalize a job specifically for you! Stay tuned next month for more ways you<br>can help.<br><br><strong id="""">Junior Festival Chair (High School/Young Adult) <br></strong>Are you between the ages of 16-22 and always wanted to take on a leadership role in the festival? This is the perfect opportunity for you to learn what it’s like to chair the festival. You’ll attend as many festival meetings as you can (school comes first) and help the festival co-chairs during the festival. It’s also a &nbsp;great way to earn work experience.<br><br><strong id="""">Print Advertising (Adult)</strong><br>Create the buzz and get our festival known! Radio &amp; Newspaper ads, Posters &amp; Postcards. You create, we’ll deliver!<br><br><strong id="""">Social Media Advertising (Adult)</strong><br>Create the content and timelines – partner with our communications coordinator to post. Get creative with the ways to advertise to our younger audiences on social media.<br><br><strong id="""">Volunteer Recruitment (Adult)<br></strong>Help sign up and assign people to work a festival shift or two at coffee hour after church.<br><br><strong id="""">Baking/Cooking (ALL)</strong><br>Not available the festival weekend? This is for you! Join the kitchen crew baking and cooking the<br>delicious festival food. Typically, we bake on weekdays and cook on weekends and weeknights.<br><br>This year’s <strong id="""">Festival Co-chairs Nicolette Efstathiou and Glen Kaminski </strong>want to hear from you and are anxiously standing by to get your all set up! Find them at Coffee Hour and volunteer!</p><p id="""">‍</p>",Our annual Greek Festival happens each year because of amazing people like you giving of their time and talents. Join our Parea and watch the Kefi flow!,,,true,,Thu Jun 09 2022 00:00:00 GMT+0000 (Coordinated Universal Time),Nicolette Efstathiou,<p>https://cvresurrection.org/?p=7748</p>,Tue May 03 2022 00:00:00 GMT+0000 (Coordinated Universal Time),post,
Meet The Ministry Leader,http-cvresurrection-org-2022-05-11-meet-the-ministry-leader,632ff0c7692e3128504d4e21,632ff0c7692e310ffb4d4e79,Fri Jun 24 2022 23:59:06 GMT+0000 (Coordinated Universal Time),Mon Jul 11 2022 20:05:46 GMT+0000 (Coordinated Universal Time),Tue Sep 27 2022 23:18:31 GMT+0000 (Coordinated Universal Time),"<figure id="""" class=""w-richtext-figure-type- w-richtext-align-fullwidth"" style=""max-width:768px"" data-rt-type="""" data-rt-align=""fullwidth"" data-rt-max-width=""768px""><div id=""""><img src=""https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/62b64fca03d9615025b49764_liz-photo-1-003.jpeg"" alt="""" width=""auto"" height=""auto"" loading=""auto"" id=""""></div></figure><p id=""""><strong id="""">Meet Choir Director Liz Levy</strong><br>Born in Oakland, California, Choir Director Liz Levy has lived in the Bay Area her entire life. Currently, she calls Livermore home, where she lives with her husband, Mark, and close by, her sister Carol and brother-in-law, Bob Cach. In addition to her husband and sister, Liz has also been blessed with two stepsons, a step daughter-in-law, and an adorable grandson, Asher.</p><p id="""">As a child, Liz thought it would be a glamourous life to be an airline stewardess or an opera star! She sang in several operas (La Boehm) in school, and was inspired by Gian Carlo Menotti’s opera, <em id="""">Amahl and the Night Visitors </em>as a High School senior. Her sister, Kathy (of blessed memory) convinced her to get into music in college and invited her to sing in the Resurrection church choir in the early ‘70s (Kathy was the Choir Director at Resurrection from 1990-2001). When her sister passed away, Liz followed in her footsteps and became Resurrection’s choir director to honor her memory. “I received my calling when Kathy passed away. I felt a sense of duty to the Lord, and as I was driving home and praying about taking on the choir, I received sense of joy in my heart. I heard my sister saying to me, ‘yes, that’s what you need to do!’ I know this is where God – and Kathy – want me to be, and what He wants me to do.” What Liz enjoys most about the music ministry is worshipping and serving God with the members of the choir. “We respect each other’s love for music and serving Christ. We are a great support system for each other.”<br><br>Over time, as Liz developed her taste for conducting, she was asked to help the Church Music Federal Ministry at the Metropolis level. She attended a summer choir conference to learn new liturgical music, and took on the role of Executive Committee Secretary, before serving as Church Music Federal Ministry President from 2014-2018.</p><figure id="""" class=""w-richtext-figure-type- w-richtext-align-fullwidth"" style=""max-width:1024px"" data-rt-type="""" data-rt-align=""fullwidth"" data-rt-max-width=""1024px""><div id=""""><img src=""https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/62b64fcabbb025a360ab68d0_mml-liz-levy-slide-3.png"" alt="""" width=""auto"" height=""auto"" loading=""auto"" id=""""></div></figure><p id="""">In her spare time, Liz enjoys watching NCIS reruns, Hallmark movies, and relaxing in her backyard next to her musical and soothing water fountain. She also finds delights in baking and decorating cakes for her family and friends. In fact, she’s made many custom wedding cakes for others over the years.</p><p id=""""><strong id="""">Come Sing With Us!</strong><em id=""""><br>The music of the Orthodox church is an integral part of worship. The Resurrection Church Choir represents the people, offering responses to the Priest during the Divine Liturgy. We are always looking for new people to join us in song and worship. We rehearse most Tuesdays at 6:30 p.m. in the choir loft.</em></p>",Which Ministry Leader enjoys watching NCIS reruns and Hallmark movies in her spare time?,,,false,,Wed May 11 2022 00:00:00 GMT+0000 (Coordinated Universal Time),Renee Taylor,<p>https://cvresurrection.org/?p=7789</p>,Wed May 11 2022 00:00:00 GMT+0000 (Coordinated Universal Time),post,
Introduction to Orthodoxy - Tuesday Sept. 12,introduction-to-orthodoxy-tuesday-sept-12,632ff0c7692e3128504d4e21,64f90287433a96b71bf685d3,Wed Sep 06 2023 22:51:51 GMT+0000 (Coordinated Universal Time),Wed Sep 06 2023 22:51:51 GMT+0000 (Coordinated Universal Time),Wed Sep 06 2023 22:51:56 GMT+0000 (Coordinated Universal Time),"<figure class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:1280px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""1280px""><div><img src=""https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/64f902392924c951f27d8f5e_Intro%20Orthodoxy%20DigiSign%202023%20v3.png"" loading=""lazy""></div></figure>",Have you ever wondered what happened to the early church?,,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/64f902392924c951f27d8f5e_Intro%20Orthodoxy%20DigiSign%202023%20v3.png,true,,Wed Sep 06 2023 00:00:00 GMT+0000 (Coordinated Universal Time),Deacon Justin Bosl,,Wed Sep 06 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,
January 2023 Magazine Now Available,january-2023-magazine-now-available,632ff0c7692e3128504d4e21,63b6012bbe78b5b5138c20ef,Wed Jan 04 2023 22:43:55 GMT+0000 (Coordinated Universal Time),Wed Feb 01 2023 03:39:03 GMT+0000 (Coordinated Universal Time),Wed Feb 01 2023 03:39:03 GMT+0000 (Coordinated Universal Time),"<p id="""">The<strong id=""""> January 2023 Resurrection Magazine </strong>is now available for downloading and can be <a href=""https://www.resurrectiongoc.com/monthly-magazines"">viewed on the Monthly Magazine page</a>. We’re a little late publishing this month, as we wanted to include a few pictures of the fun we had at our New Year’s Eve party (see back cover)!<br><br><strong id="""">This year, we’re focusing on one of our Core Values in each edition of the Resurrection magazine, beginning with “Act with Integrity – We hold ourselves accountable to God’s plan and each other.” </strong>Core Values represent who we are, what’s most important to us, and how we perform and interact together. They are the guiding principles which are foundational to who we are. In some cases, who we say we are and what we do is aspirational - we may not yet be there, so for us to live out our core values, we need to make them part of our everyday lives... and these monthly reminders are designed to help us do just that. Kalo Mina – Happy New Year!</p><figure id="""" class=""w-richtext-figure-type-image w-richtext-align-center"" data-rt-type=""image"" data-rt-align=""center"" data-rt-max-width=""""><div id=""""><img src=""https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/63b5fedcaeccf91e628b1104_Picture2.png"" loading=""lazy"" id="""" width=""auto"" height=""auto""></div><figcaption><a href=""https://www.dropbox.com/s/7vgrjw6wc7rdqvz/FINAL%20Monthly%20Magazine%20-%20January%202023.pdf?dl=0"">January 2023</a></figcaption></figure>",,,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/636189e24631dde923314967_NEW%20Magazine%20Banner%202022.png,false,,Wed Jan 04 2023 00:00:00 GMT+0000 (Coordinated Universal Time),Renee Taylor,,Wed Jan 04 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,
Kalo Mina! Resurrection Monthly Magazine - May 2023,kalo-mina-resurrection-monthly-magazine-may-2023,632ff0c7692e3128504d4e21,644ee1b4936f05eeb64e1985,Sun Apr 30 2023 21:46:28 GMT+0000 (Coordinated Universal Time),Tue May 30 2023 23:31:14 GMT+0000 (Coordinated Universal Time),Tue May 30 2023 23:31:14 GMT+0000 (Coordinated Universal Time),"<figure class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:1109px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""1109px""><div><img src=""https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/644ee0cb946b857ff97da2f4_May%202023%20COVER%20ONLY.png"" loading=""lazy""></div><figcaption><a href=""https://online.fliphtml5.com/pasmt/xski/#p=1"">May 2023</a></figcaption></figure><p>The<strong id=""""> </strong><a href=""https://online.fliphtml5.com/pasmt/xski/#p=1""><strong id="""">May 2023 Resurrection Magazine</strong></a><strong id=""""> </strong>is now available for viewing on our <a href=""https://www.resurrectiongoc.com/monthly-magazines"">Monthly Magazine page</a>.<strong id=""""><em id=""""> <br><br>‍</em></strong>This month, we’re highlighting our Core Value “<strong id="""">Grow in Christ” – </strong>we inspire growth in Christ by witnessing our Faith. And, witness our faith we did this Paschal Season!<br><br>Inside you'll find a pictorial recap of the events leading up to Pascha and the Resurrection of our Lord and Savior, Jesus Christ, along with information about several events coming up this month (Don't forget: Sunday May 14 is Mother's Day!). And, find out more about our Core Values and our new Outreach and Evangelism ministry kicking off this month in Parish Council President Christine Psefteas' update on page 5.</p>","Available Now: May 2023 Magazine. ‍This month, we’re highlighting our Core Value “Grow in Christ” by witnessing our Faith.",,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/642caefdcd9dda0789c2da02_Mag%20Banner%20PURPLE.png,false,,Sun Apr 30 2023 00:00:00 GMT+0000 (Coordinated Universal Time),Renee Taylor,,Sun Apr 30 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,
Kids 'n' Cancer Bake Sale,kids-n-cancer-bake-sale,632ff0c7692e3128504d4e21,63b5fe9e30006cacd2ad03d3,Wed Jan 04 2023 22:33:02 GMT+0000 (Coordinated Universal Time),Tue Jan 17 2023 20:10:52 GMT+0000 (Coordinated Universal Time),Tue Jan 17 2023 20:10:52 GMT+0000 (Coordinated Universal Time),"<figure id="""" class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:4400px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""4400px""><div id=""""><img src=""https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/63b5fe6326eafecd7d448c38_Kids%20n%20Cancer%202023.png"" loading=""lazy"" id="""" width=""auto"" height=""auto""></div></figure><figure class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:940px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""940px""><div><img src=""https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/63c700c19e81a280307983c1_GOYA%20Kids%20%27n%27%20Cancer%20Bake%20Sale%20Ad%20(002).png"" loading=""lazy""></div></figure>",,,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/63b5fe6326eafecd7d448c38_Kids%20n%20Cancer%202023.png,true,,Wed Jan 04 2023 00:00:00 GMT+0000 (Coordinated Universal Time),Dia Mundle,,Wed Jan 04 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,
Ladies Philoptochos Sweet Charity Bake Sale,ladies-philoptochos-sweet-charity-bake-sale,632ff0c7692e3128504d4e21,6387ed8e0043294787551e8a,Wed Nov 30 2022 23:55:58 GMT+0000 (Coordinated Universal Time),Wed Nov 30 2022 23:56:08 GMT+0000 (Coordinated Universal Time),Wed Nov 30 2022 23:56:13 GMT+0000 (Coordinated Universal Time),"<p><strong id="""">Sweet Charity&nbsp;Christmas Bake Sale<br>‍</strong>The Ladies Philoptochos Society is now taking pre-orders for this year's bake sale. Download a <a href=""https://www.dropbox.com/s/lpb2rwkt3n45p0h/Pastry%20order%20form%202022.pdf?dl=0"">Pastry order form 2022.pdf (dropbox.com)</a><strong id=""""><em id="""">&nbsp;<br><br>Orders are due no later than Friday</em>, <em>December 9, 2022</em><br>‍</strong>All baking will be done on December 12&amp;13. <br>Pick up is on Sunday, December 18.</p>",It's the most sweet time of the year! ,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/6387ea7dacde1052f30a4c9b_Bake%20Sale%20Digi%20Sign%202022.png,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/6387ea7dacde1052f30a4c9b_Bake%20Sale%20Digi%20Sign%202022.png,true,,Wed Nov 30 2022 00:00:00 GMT+0000 (Coordinated Universal Time),Liz Levy,,Wed Nov 30 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,
Lenten Retreat - April 1st,lenten-retreat-april-1st,632ff0c7692e3128504d4e21,63fe9bd710e0f3c9540ca93b,Wed Mar 01 2023 00:27:03 GMT+0000 (Coordinated Universal Time),Wed Mar 01 2023 00:40:00 GMT+0000 (Coordinated Universal Time),Wed Mar 01 2023 00:40:00 GMT+0000 (Coordinated Universal Time),,,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/63fe9ba7c73d6264e8b4554c_Lenten%20Retreat%202023%20STD%20Digi%20Sign.png,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/63fe9e4977217000c72e892c_IMG_2082.JPG,true,,Tue Feb 28 2023 00:00:00 GMT+0000 (Coordinated Universal Time),Fr. Niko Bekris,,Tue Feb 28 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,
Living Our Core Values,living-our-core-values,632ff0c7692e3128504d4e21,63b606f430006c7cb3b407de,Wed Jan 04 2023 23:08:36 GMT+0000 (Coordinated Universal Time),Tue Feb 28 2023 02:39:05 GMT+0000 (Coordinated Universal Time),Tue Feb 28 2023 02:39:05 GMT+0000 (Coordinated Universal Time),"<p id=""""><em id="""">Father Niko outlined his vision for the parish’s future in February 2016. From there, a small group of leaders developed our Parish Vision and Mission, but “skipped” creating the Core Values - until now.<br></em><br>A group of ministry leaders got together in early 2022 to talk about the church mission, vision, and goals for the coming year. As part of that conversation, it was learned that the “what” we wanted to accomplish was clearly defined -but what was missing was the “how.” How we do the work of our Lord is just as important - if not more important - than the work itself. So we embarked on creating our <strong id="""">Core Values</strong>. <br><br><strong id="""">Core Values represent who we are and what’s most important to us. </strong>Core Values communicate how people within the church perform and interact together. They convey our beliefs (who we say God is), guide our identity (who we say we are), our activity (how we do what we do), and how we interact together (teamwork). Core Values are the guiding principles which are foundational to who we are. The guiding principles we came up with are: Belong, Grow, Serve, Act with Integrity, and in all things - Love.&nbsp;When we communicate our core values, it allows others who believe the same thing to participate in the vision for God’s church more quickly. And, it makes decision-making easier. But communicating the values is just step one. In some cases, who we say we are and what we do is aspirational - we may not yet be there. So for us to truly commit to living out our core values, we need to make them part of our “DNA” - our everyday life. To that end, we’ll be highlighting one of the core values in each of our monthly magazines in 2023 with ways our parish council members and ministry leaders are incorporating the values into their meetings and events, along with articles and bible passages that align with our core values. </p><p id="""">Join with us as we devote ourselves to <strong id="""">belong, grow, serve, act with integrity, and love</strong> <strong id="""">one another</strong> this year! </p><p id="""">‍</p><figure id="""" class=""w-richtext-figure-type-image w-richtext-align-normal"" data-rt-type=""image"" data-rt-align=""normal"" data-rt-max-width=""""><div id=""""><img src=""https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/63b6064d0ec0e6aaf71d03a7_Core%20Values.png"" loading=""lazy"" id="""" width=""auto"" height=""auto""></div></figure><p id="""">‍</p><p id="""">&nbsp;</p><p id="""">&nbsp;</p><p id="""">&nbsp;</p><p id="""">&nbsp;</p><p id="""">&nbsp;</p><p id="""">&nbsp;</p><p id="""">&nbsp;</p><p id="""">&nbsp;</p><p id="""">&nbsp;</p><p id="""">&nbsp;</p><p id="""">‍</p><p id=""""><br></p><p id=""""><strong id="""">&nbsp;</strong></p><p id="""">&nbsp;</p><p id="""">‍</p>","A small group developed our Parish Vision & Mission, but “skipped” creating the Core Values - until now.",,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/63b604c93c8516bac7b950d2_Core%20Values%20Logo.png,true,,Wed Jan 04 2023 00:00:00 GMT+0000 (Coordinated Universal Time),Renee Taylor,,Wed Jan 04 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,
Love Until it Hurts,love-until-it-hurts,632ff0c7692e3128504d4e21,63db3ebc71798381a338b8c2,Thu Feb 02 2023 04:40:28 GMT+0000 (Coordinated Universal Time),Thu Feb 02 2023 04:40:28 GMT+0000 (Coordinated Universal Time),Thu Feb 02 2023 04:40:28 GMT+0000 (Coordinated Universal Time),"<figure id="""" class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:908px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""908px""><div id=""""><img src=""https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/63db3e4b9e7706333ae7aa42_Love%20until%20it%20Hurts%20MT.jpg"" loading=""lazy"" id="""" width=""auto"" height=""auto""></div></figure><h1>Love Until It Hurts - Excerpt by Father Luke A. Veronis</h1><p id="""">How many of us go out of our way to help others? Think about this. Of course, many of us will help others when it’s not too inconvenient. We’ll give a dollar to a homeless person when we pass them by because we won’t even miss that dollar. We’ll put a dollar in the church tray or offer a nominal stewardship donation to the church or some other charity because it makes us feel good, yet we won’t really miss the donation. Yet, I want us to reflect on how many of us&nbsp;<em id="""">go out of our way to help others. <br><br></em></p><p id="""">How many&nbsp;strive to give in a sacrificial manner, giving in a way where it’s a challenge, giving our time, our money, and a part of ourselves when it’s quite inconvenient? </p><p id=""""><br>Do we give when we really feel it, when we have to sacrifice something in order to give? Mother Teresa used to say, <em id="""">“Love until it hurts. I have found the paradox that if you love until it hurts, there will be no more hurt and only love.”<br><br>Think about the time when Jesus and his followers were observing people making donations to the Temple. Who does our Lord praise? The poor woman who offered two copper coins. Her donation was financially insignificant compared to others, and yet Christ noted that her spirit surpassed most others </em>because she gave despite having so little. Her giving was sacrificial. She may have had to deny herself something in order to make that offering.<br><br>God looks at the spirit in which we give; He looks at our generosity in relation to all that He has first given us. Who can outgive God? Ultimately, He is the One who has given us all we have. We are only stewards, caretakers of God’s gifts to us. Will we be good and faithful stewards, generously and sacrificially giving from what He has given us? Will we allow ourselves to be inconvenienced in our giving without getting annoyed? Can we give in a sacrificial manner, giving until it hurts while giving with joy? St. Paul highlights that God loves a cheerful giver. Love until it hurts. <br>‍<br>Give in a sacrificial manner. Inconvenience yourself with compassion and mercy. Jesus loved until it hurt. Christ offered his life in a sacrificial manner. Our Lord revealed divine compassion and mercy, regardless of how inconvenient it is. [Let us]...imitate and cultivate this spirit in our own lives – to help others even when its inconvenient, to give generously of our lives, to love in a sacrificial manner, even to love until it hurts.&nbsp;</p><p id="""">&nbsp;</p><p id="""">&nbsp;</p><p id="""">‍</p>","How many strive to give in a sacrificial manner, giving in a way where it’s a challenge, giving our time, our money, and a part of ourselves when it’s quite inconvenient? ",,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/63db3e5560a1f11bf8c67b93_love.png,false,,Wed Feb 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time),Fr. Luke A. Veronis,,Wed Feb 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time),,
Meet Ministry Leader David Sherin,meet-ministry-leader-david-sherin,632ff0c7692e3128504d4e21,632ff0c7692e3107c94d5409,Tue Jul 12 2022 23:22:36 GMT+0000 (Coordinated Universal Time),Tue Jul 12 2022 23:22:45 GMT+0000 (Coordinated Universal Time),Tue Sep 27 2022 23:18:31 GMT+0000 (Coordinated Universal Time),,NEW! Monthly Magazine Interview: Meet the Ministry Leader – introducing parishioners to the people behind the ministries.,,,false,,Wed Feb 02 2022 00:00:00 GMT+0000 (Coordinated Universal Time),David Sherin,"<p>I began attending Resurrection about 3 years ago and was only recently baptized. Coinciding with my journey into Orthodoxy has been my time with our <strong id="""">Feeding the 5,000 Food Pantry</strong>, for which I was recently asked to become co-chair, as Nora Chopelas steps down after 2 years of amazing leadership and service. I’m incredibly humbled and blessed to be given this opportunity.<br><br>As St. Luke recounts, the two disciples who walked with Christ on the road to Emmaus only came to realize who He was when He broke bread with them. So too, do we encounter Christ in the Eucharist when we worship and celebrate the Liturgy. But the life in Christ does not stop here. As He himself says, “For I was hungry and you gave Me food; I was thirsty and you gave Me drink; I was a stranger and you took Me in…” (Matthew 25:35) and “And the King will answer and say to them, ‘Assuredly, I say to you, inasmuch as you did it to the least of these of My brethren, you did it to Me,'” (Matthew 25:40). I’ve certainly passed the homeless and thought to myself from time to time, what if this man were Christ? But Our Lord’s words remind us that everyone in need is indeed Christ, and in every act of service we encounter Him. In a letter to the Philippians, St. Polycarp writes, “When you can do good defer it not, for almsgiving sets free from death,” here partially quoting from the book of Tobit, and echoing a similar passage from the Wisdom of Jesus ben Sirach. We see here also a consistent theme throughout both Old and New Testament that service to the poor atones for sin. These words of our Lord and His great saints have been a constant encouragement for me during my time volunteering with the food pantry, and I hope to carry that through in my new position.<br><br>During the Pandemic, we saw a doubling of need in the community we serve. God willing, that will drop off as the financial situation of those who come improves, but until then we’ve had an incredible set of volunteers and leaders throughout this time to sustain us and continue this important ministry. It’s always better to have too much help than not enough, so if you have the time, please consider helping! I want to thank everyone who has made, and continues to make, this ministry possible, and I especially want to thank the entire Resurrection community for giving me this opportunity.</p><p id="""">In Christ, <br>David Sherin</p><p>‍</p>",Wed Feb 02 2022 00:00:00 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/62ce0215d58c8602fdf910e2_feeding-5000-digi-sign-.webp; https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/62ce0215993d1541f575e5e6_20220108_085736-002.webp; https://uploads-ssl.webflow.com/625a7aaab6cf80112a7cba8e/62ce0215d58c863d27f910e5_david-baptism.jpg
